text,label,source
"“ Global warming ” as in the scary , historically unprecedented , primarily man-made phenomenon which we must address urgently before the icecaps melt and the Pacific islands disappear beneath the waves and all the baby polar bears drown .",1,logical_fallacy
"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",1,logical_fallacy
"After Sally presents an eloquent and compelling case for a more equitable taxation system, Sam asks the audience whether we should believe anything from a woman who isn't married, was once arrested, and smells a bit weird.",1,logical_fallacy
"""My opponent raises a really good point, but can we really trust him? He moved to this town three years ago and everyone knows his wife left him.",1,logical_fallacy
"These test results are clearly wrong, and it must be either because the client was malingering or because I bungled the test administration. Taking another look at the test manual, I see now that I bungled the test administration. Therefore the client was not malingering.",0,logical_fallacy
"Shelters in poorer countries are not repainted as often , and darker stations absorb more of the sun ’ s energy . It ’ s no surprise that poor tropical countries show the largest warming from this effect .",0,logical_fallacy
“She was wearing cowboy boots in her last Instagram picture so she must be into country music.”,0,logical_fallacy
"Some experts , such as UN climate scientist Dr. Indur Goklany , have defended rising CO2 levels as a good thing for humanity . Goklany has argued that the rising level of carbon dioxide in the earth ’ s atmosphere “ is currently net beneficial for both humanity and the biosphere generally . ”",0,logical_fallacy
The list of the most polluted cities in the world was led by two cities from China followed by two more cities from India .,1,logical_fallacy
"According to a recent National Economic Research Associates Economic Consulting study , the Paris Agreement could obliterate $ 3 trillion of GDP , 6.5 million industrial sector jobs and $ 7,000 in per capita household income from the American economy by 2040 .",0,logical_fallacy
Senator Smith says that the nation should not add to the defense budget. Senator Jones says that he cannot believe that Senator Smith wants to leave the nation defenseless.,0,logical_fallacy
"What type of propaganda uses negative words or feelings against an idea, product or person?",1,logical_fallacy
"“Caldwell Hall is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously we shouldn’t risk anyone’s safety, so we must tear the building down.”",0,logical_fallacy
"These zealots would like you to believe that due to fossil fuel emissions , summers are now longer and hotter while winters are shorter and milder .",1,logical_fallacy
Studies show it takes up to seven years for the human body to digest a piece of gum.,0,logical_fallacy
"If I’m psychic, I will be able to see dead people. I see dead people, therefore I’m psychic.",0,logical_fallacy
"Mr. Koonin ’ s science credentials are impeccable—unlike , say , those of one well-known Swedish teenager to whom the media affords great attention on climate matters .",1,logical_fallacy
America is poised to become a net energy exporter over the next decade . We should not abandon that progress at the cost of weakening our energy renaissance and crippling economic growth .,0,logical_fallacy
"""Finish your dinner. There are starving children in Africa."" is an example of",0,logical_fallacy
"Dad drank at parties, too",1,logical_fallacy
"Before I refute my opponent's argument, I would like to draw attention to the fact that he is sweating and clearly does not have much experience on the debate team.",1,logical_fallacy
"'If we do nothing to reduce our greenhouse gas emissions , the kind of extreme heat we saw this past summer will be the norm when my young son is a grown man . '",0,logical_fallacy
"Thanks to her enduring popularity with employees, Annie Smith is the best-liked CEO in our company's history.",1,logical_fallacy
"At a cost of between $ 1 trillion and $ 2 trillion annually , the Paris climate agreement , recently ratified by China , is likely to be history ’ s most expensive treaty .",0,logical_fallacy
"“ Even with just 2 degrees of warming – and potentially just 1.5 degrees – significant impacts on the Earth system are profound , ” said study co-author Alan Mix , a scientist from Oregon State University .",0,logical_fallacy
"Just down the coast from Donald Trump 's weekend retreat , the residents and businesses of south Florida are experiencing regular episodes of water in the streets .",0,logical_fallacy
"You tell me it's unpatriotic to cheat on federal income tax reports. Well, you should know. You've never once listed your huge bonuses.",0,logical_fallacy
The senator voted for the tax increase. It's not hard to understand why when you consider that he is a millionaire and has never had to worry about money.,1,logical_fallacy
"I think that we should reject what Father Jones has to say about the ethical issues of abortion because he is a Catholic priest. After all, Father Jones is required to hold such views",1,logical_fallacy
or group in order to discredit an idea with which the person or group is associated; distracts the reader from the real issue,1,logical_fallacy
"I. The Ganges river is flooded due to large sheets of ice coming down from the Himalayas.
II. Many people in the Himalayan ranges lost their houses under huge sheets of ice.",0,logical_fallacy
"The noble forefathers who created this great country did not fail; it is a great country now as it was then, by their very making.",1,logical_fallacy
"For politicians it ’ s money and power . For environmentalists it ’ s money for their
organizations and confirmation of their near religious devotion to the idea that man is a
destructive force acting upon nature .",1,logical_fallacy
"Marco cusses a lot, so you can't listen to a thing he says. He's not a good guy.",1,logical_fallacy
"Global warming alarmists frequently make false and deplorable assertions ( see , for example , my recent column debunking false claims that global warming is causing a decline in wheat production ) , but the Environmental Defense Fund ’ s recent fund-raising mailer , “ 10 Global Warming Effects",1,logical_fallacy
"A Congressman calls a Whitehouse Spokesperson a ""giant idiot""",1,logical_fallacy
"You cannot blame your friends for a rain delay just because every time they go with you to a ballgame it storms and
play is delayed. Likewise, the fact that a pitcher bought new socks before he pitched a winning game does not mean that new
socks cause a pitcher to throw faster.",0,logical_fallacy
“I don’t understand why you’re saying I broke a promise. I said I’d never speak again to my ex-girlfriend. And I didn’t. I just sent her a quick text.”,0,logical_fallacy
"As soon as the words carbon footprint , emissions , pollution , and decarbonisation , climate emergency , extreme weather , unprecedented and extinction are used , I know I am being conned by ignorant activ­ists , populist scaremonger­ing , vote-chasing politicians and rent seekers .",1,logical_fallacy
Don't listen to her advice about math. She doesn't even know how to tie her own shoes!,1,logical_fallacy
There's no point listening to your opinion on school lunches. Everybody knows you cheat on your math tests.,1,logical_fallacy
"Coastal lake sediments along the Gulf of Mexico shoreline from 1,000 to 2,000 years ago suggest more frequent and intense hurricanes than occur today .",0,logical_fallacy
"Already , more than 10,000 people die each day from the small particles emitted from fossil-fuel burning ; each year , 339,000 people die from wildfire smoke , in part because climate change has extended forest-fire season ( in the U.S. , it ’ s increased by 78 days since 1970 ) .",0,logical_fallacy
"Mother: It’s bedtime Jane Jane: Mom, how do ants feed their babies? Mother: Don’t know dear, close your eyes now. Jane: But mama, do ant babies cry when they’re hungry?",0,logical_fallacy
The study found climate deniers are able to downplay the threat of climate change by discrediting the threat facing polar bears .,0,logical_fallacy
"""Shell was charged with misleading advertising in its Platformate advertisements. A Shell spokesman said: 'The same comment could be made about most good advertising of most products.'""",0,logical_fallacy
"Yet their dismal track record seems to lead to only more drama and hyperbole , not humility and open-mindedness .",1,logical_fallacy
"Despite all this evidence , however , Governors and Senators who are often climate change deniers still get voted back into power there .",1,logical_fallacy
"""If we ban Hummers because they are bad for the environment eventually the government will ban all cars, so we should not ban Hummers.""",0,logical_fallacy
"And crony capitalists have eagerly grabbed for the subsidies that governments have
so lavishly provided .",1,logical_fallacy
"Does Shorten ’ s energy policy consider those who lose jobs and have the power cut off in his race to achieve 50 per cent renewables to fill the pockets of Labor union mates ? And what about the scams siphoning off tens of billions that slosh around the world as carbon credits , carbon trading and renewable energy certificates ?",0,logical_fallacy
"It is unlikely that all of these warming scenarios will be fully realized , largely because the devastation along the way will shake our complacency .",0,logical_fallacy
"Oh, please. What do you know about labor laws? You don't even have a job.",1,logical_fallacy
Should we trust these computer models of doom ?,1,logical_fallacy
"When President Kennedy said that research for space travel could help children with eye defects, he is making what kind of appeal?",0,logical_fallacy
"So , until people actually experience climate change , and new energy technologies are developed , any claims by politicians that we are in a “ climate crisis ” will fall on deaf ears .",0,logical_fallacy
"Senator Jones wants a strong national defense, but I will not vote for him because he moved to Canada to avoid being drafted for war when he was in college.",1,logical_fallacy
"""I don't know how Professor Resnick can be such a hard grader.  He's always late for class. """,1,logical_fallacy
There's no way you know this - you're clearly too young to understand!,1,logical_fallacy
"The uncommunicative strangers seemed unwilling to speak to us, hiding behind the language barrier.",0,logical_fallacy
"Trying to finish a marathon is impossible, I know because I tried it once.",0,logical_fallacy
"Tackling issues like poverty , health care , corruption and domestic violence would do even more .",0,logical_fallacy
"Brandon: We should have tastier lunches!
Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!",1,logical_fallacy
"Some 52.7 % of the Marshall Islands population lives below the poverty line , according to the Asian Development Bank . Only 39.3 % of the population age 15 years and above is employed .",1,logical_fallacy
"Your friend says, ""You can't prove that space aliens don't exist, so they must be real"". This is an example of which logical fallacy?",0,logical_fallacy
"I’m not a doctor, but I play a doctor on TV, and I wouldn’t dream of using anything but Tylenol for my toughest headaches.",0,logical_fallacy
A parent who says that the teacher doesn't know how to teach because she graduated from a community college.,1,logical_fallacy
"In reality , the above facts come from the best-available scientific studies , including those conducted by or accepted by the IPCC , the Food and Agriculture Organization of the United Nations ( FAO ) , the International Union for the Conservation of Nature ( IUCN ) and other leading scientific bodies .",0,logical_fallacy
Distracting and dangerous mobile devices should be banned from use in vehicles.,0,logical_fallacy
Texting has killed people’s ability to write in complete sentences with proper grammar.,0,logical_fallacy
"Update Jan. 25 , 2016 : As I predicted in this article , global warming activists have indeed made a full-blown public relations effort to claim 2015 was the warmest year on record .",1,logical_fallacy
"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history.",1,logical_fallacy
"You've never visited another country, so who cares what you say about immigration reform!",1,logical_fallacy
Girls should not be allowed . to try out as kickers for school football teams because girls are not very athletic.,0,logical_fallacy
Maria drives a car. She must be wealthy.,1,logical_fallacy
"“Oh, please. What would you know about labor laws? You don’t even have a job.”",1,logical_fallacy
"Wilma: You cheated on your income tax. Don't you realize that's wrong?
Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?",1,logical_fallacy
"""You are clearly just too young to understand this issue!""",1,logical_fallacy
Now even that silver lining is in doubt .,0,logical_fallacy
"My opponent raises a good point, but can we really trust him? I mean, he moved to this town two years ago and everyone knows that his wife left him.",1,logical_fallacy
"Billy - ""An apple is a vegetable.""  
Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,1,logical_fallacy
"Even with this year ’ s El Niño-boosted warmth threatening to break records , the world is barely half a degree Celsius ( 0.9 degrees Fahrenheit ) warmer than it was about 35 years ago .",0,logical_fallacy
My opponent is trying to convince you that we evolved from monkeys who were swinging from trees; a truly ludicrous claim.,0,logical_fallacy
"Speaker 1: We should have single payer, government funded health care. That would be the best solution to the health care crisis in our country.
Speaker 2: You voted for Bernie Sanders. You’re probably a communist.",1,logical_fallacy
President Trump said that he was proud of the children who participated in this year's Special Olympics. Those kids are a bunch of losers.,1,logical_fallacy
The news is fake because so much of the news is fake.,0,logical_fallacy
"""The Senator must be wrong on the issue of taxes because he's such a jerk to the people who work for him.""",1,logical_fallacy
AttP 11: It is okay to walk across Mr. Jones's property as evidenced by other people walking on his property.,0,logical_fallacy
How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.,1,logical_fallacy
"Don't listen to her even though she's a doctor. She isn't a good person, so her opinion is invalid.",1,logical_fallacy
"My friend said that if you sneeze more than three times, you have the corona virus.",0,logical_fallacy
"If I say that a surgeon should be allowed to use a guidebook to carry out surgery like a student can use open notes on a test, I have made a",0,logical_fallacy
Every girl I've dated has been a nurse. I must only be compatible with nurses!,0,logical_fallacy
A lion is a cat and cats are good pets so a lion must be a good pet.,0,logical_fallacy
"Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill.",0,logical_fallacy
You couldn ’ t make it up if you tried .,0,logical_fallacy
"During the last glacial period , concentrations nearly reached the “ line of death ” at 150 parts per million , below which plants die .",0,logical_fallacy
Ms. Baker assigned me a lot of homework because she’s a witch!,1,logical_fallacy
"J: Cats are better than dogs.
V: Dogs are better.
J: You are a lazy person. You won't even be able to take care of a dog.",1,logical_fallacy
What ’ s the point ? ’ said Boy . ‘ By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,0,logical_fallacy
"Our garage sale made lots of money before Joan showed up. Obviously, she scared off all the customers.",0,logical_fallacy
"Jay: Dude, where are my car keys?
Silent Bob: (says nothing)
Jay: I KNEW you took them!",0,logical_fallacy
"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago.",1,logical_fallacy
"Why should merely cracking down on terrorism help to stop it, when that method hasn't worked in any other country?",0,logical_fallacy
"Since it was a deathbed confession, it must be true.",1,logical_fallacy
"""You are not a credible resource person. You haven't finished college.""",1,logical_fallacy
"Sure, we haven't given raises in over five years to our employees, but we work really hard to make a good product. We try to ensure the best customer service, too.",0,logical_fallacy
"If global warming caused the 2014 Queensland heat wave , why wasn ’ t it as severe as the 1972 Queensland heat wave ?",0,logical_fallacy
"How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.

Identify the logical fallacy commited in this argument.",1,logical_fallacy
"Perhaps the most classic example of this fallacy is the argument for the existence of God.  Due to the understanding of nature through science, many of the arguments that used to be used for God (or gods) were abandoned, only to be replaced with new ones, usually involving questions to which science has not definitively answered yet.  The move from creationism to intelligent design is a prime example.  Currently the origin of life is a popular argument for God (although a classic argument from ignorance), and an area where we very well may have a scientific answer in the next decade, at which time, the “origin of life” argument will fade away and be replaced by another, thus moving the figurative goalposts farther back as our understanding of the natural world increases.Exception: This fallacy should not be confused with an argument or set of arguments, with multiple propositions inherent in the argument.  The reason for the difference between this kind of argument and the moving the goalposts fallacy, is a subtle one, but indicated by a strong initial claim (“has to be”, “must”, “required for”, etc.) that gets answered and/or what appears to be ad hoc objections that follow eventually leading to an impossible request for proof.
Fun Fact: The name “moving the goalposts” comes from the analogy of kicking a perfect field goal in American football, only to have the goalposts be moved on you. This would be very unfair.
References:
This a logical fallacy frequently used on the Internet. No academic sources could be found.
Questions about this fallacy? Ask our community!",0,logical_fallacy
"Superstition is a belief or practice resulting from ignorance, fear of the unknown, trust in magic or chance, or a false conception of causation -- unless it is astrology.",0,logical_fallacy
Vote for me because the other candidate is a cheat and a liar!,1,logical_fallacy
"I lost my phone in the living room, so it will always be in the living room when it is lost.",0,logical_fallacy
"Three congressional representatives have had affairs. Therefore, members of Congress are adulterers.",0,logical_fallacy
I know in my heart of hearts that our home team will win the World Series.,0,logical_fallacy
"Either you love me, or you hate me.",0,logical_fallacy
"If he does , he is unelectable .",1,logical_fallacy
"Steve: In Sweden, college is free for citizens. How come we can't do that here?
Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!",1,logical_fallacy
"A new study , published in Geophysical Research Letters , suggests that even this ludicrously short-sighted measure won ’ t be enough to stop the incoming tide .",1,logical_fallacy
"My opponent raises a good point, but can we really trust him? I mean he moved to this town only two years ago and everyone knows that his wife left him.",1,logical_fallacy
"Which fallacy is the following example? ""By rejecting God, you are rejecting goodness, kindness, and love itself.""",0,logical_fallacy
"Debate moderator: ""What will you do to fix the economic crisis?"" Candidate: ""It's important to focus on what started this crisis to begin with. My opponent...""",0,logical_fallacy
"Nobody in their right mind would trust that guy. I mean, look at him!",1,logical_fallacy
"""Freedom of choice is an important freedom. Students should have the freedom to choose between different types of soft drinks.""",0,logical_fallacy
"If Joe eats greasy food, he will feel sick.
Joe feels sick.
Therefore, Joe ate greasy food.",0,logical_fallacy
Filthy and polluting coal should be banned.,0,logical_fallacy
Personally attacking someone to shift attention away from your views is,1,logical_fallacy
"But it is part of a long list of studies from independent teams ( as this interactive graphic shows ) , using a variety of methods that take account of critical challenges , all of which conclude that climate models exhibit too much sensitivity to greenhouse gases .",0,logical_fallacy
I didn’t steal your pen—I borrowed it,0,logical_fallacy
"Speaker 1: I think it’s terrible that a game hunter killed Cecil the lion.
Speaker 2: What about all the babies that are killed every day by abortion?",0,logical_fallacy
This is why a woman shouldn’t do a man's job,1,logical_fallacy
Which fallacy is used to attack a person's character,1,logical_fallacy
"`` The models end up with a warming which is larger than the observed warming for the current emissions , '' University of Exerter 's Pierre Friedlingstein , one of the study 's authors , told The Washington Post . ``",0,logical_fallacy
Killing thousands of people as a result of drug war campaign is not a crime to humanity because millions of Filipino support it.,0,logical_fallacy
"“He’s not a great athlete; he’s a fraud, a cheat and a liar. That’s why not everybody is ‘happy for Lance.'”",1,logical_fallacy
Mr. Koonin laments the sloppiness of those using local weather “ events ” to make claims about long-cycle planetary phenomena . He chastises not so much local news media as journalists with prestigious national media who should know better .,1,logical_fallacy
"According to the Supreme Court, we have a right to abortion. Therefore, it is right to have an abortion.",0,logical_fallacy
That parking attendant who gave me a ticket is as bad as Hitler.,0,logical_fallacy
"Rep. Bill Posey ( R-FL ) said scientists said in the 1970s that the Earth was cooling , a popular talking point of climate skeptics and the subject of a fake Time magazine cover that has become a meme .",1,logical_fallacy
Of course that doctor advocates vaccination—he probably owns stock in a pharmaceutical company.,1,logical_fallacy
"A quick search would show him that whenever in the past there was an explosion of plant life , the carbon dioxide content was far higher than at present .",0,logical_fallacy
The intellectually corrupt and mendacious alarmist science establishment —,1,logical_fallacy
"""You should never break traffic laws.""
""Who are you to speak? You've gotten over fifteen speeding tickets!"" What is this?",1,logical_fallacy
"Charlie: Fast food is filled with salt, fat and added sugars. We need better regulation of the industry.
Bob: That may be, but you're such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries and 64 ounces of soda yesterday.",1,logical_fallacy
"The CEO of that company hates the environment, so I hate him and won’t buy their products.",1,logical_fallacy
Some of Dr Soon ’ s work is paid for by oil companies who clearly have a vested interest in making the blame for global warming fall elsewhere .,0,logical_fallacy
"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions.",0,logical_fallacy
Did John ever give up his bad habits?,0,logical_fallacy
My child was diagnosed with autism after receiving vaccinations. That is proof that vaccines are to blame.,0,logical_fallacy
What can our new math teacher know? Have you seen how fat she is?,1,logical_fallacy
"Cari says that we need a major overhaul in education. Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools.",1,logical_fallacy
"George: Man, those girls are smokin' hot!
Derek: No, they're not. You're a victim of the cheerleader effect. When girls are together in a group, each girl looks a lot better than if you were to see her without the other girls.",1,logical_fallacy
"""I can't trust that doctor's advice on how to raise my child. He has never been a mother.""",1,logical_fallacy
"“Andrea Dworkin has written several books arguing that pornography harms women. But Dworkin is just ugly and bitter, so why should we listen to her?”",1,logical_fallacy
Our soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!,0,logical_fallacy
"""Why would you elect a mayor whose wife has been treated for alcohol addiction?""
This logical fallacy is called...",1,logical_fallacy
"“Animal experimentation reduces our respect for life. If we don’t respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now.”",0,logical_fallacy
"""Andrea Starkk has written several books arguing that the media harms women when it comes to body image. But Starkk is an ugly, bitter person, so you shouldn't listen to her.""",1,logical_fallacy
"I don't know about you, but I would never take the word of a woman who never finished school.",1,logical_fallacy
"""That new home looks great! Let's buy it!""",0,logical_fallacy
"Hence the need for a fallback position — an environmental theory which would justify the massively expensive and disruptive ongoing decarbonisation programme so assiduously championed by politicians , scientists , green campaigners and anyone making money out of the renewables business .",1,logical_fallacy
"The fallacy of equivocation occurs when a key term or phrase in an argument is used in an ambiguous way, with one meaning in one portion of the argument and then another meaning in another portion of the argument.",0,logical_fallacy
"Shortly before leaving office in 2001 , Clinton limited the ability of the United States Forest Service to thin out a dense thicket of foliage and downed trees on federal land to bring the West into a pristine state , Bob Zybach , an experienced forester with a PhD in environmental science , told the Daily Caller News Foundation .",0,logical_fallacy
MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland.,1,logical_fallacy
Everyone is buying the new iPhone that’s coming out this weekend. You have to buy it too,0,logical_fallacy
"This is what Stephen Hawking had in mind when he said , this spring , that the species needs to colonize other planets in the next century to survive , and what drove Elon Musk , last month , to unveil his plans to build a Mars habitat in 40 to 100 years .",0,logical_fallacy
We must declare a global climate emergency .,0,logical_fallacy
Asking a respected scientist to weigh in on matters of economics is what fallacy?,0,logical_fallacy
Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,0,logical_fallacy
"""You haven't held a steady job since 1992. Worse than that, we couldn't find a single employer who'd provide you with a good reference.""",1,logical_fallacy
"My opponent raises a good point, but can we really trust him? I mean, he moved to this town only two years ago and everyone knows that his wife left him.",1,logical_fallacy
", rather than on his arguments or opinions.",1,logical_fallacy
"Matt is running for class president. In his campaign speech he says, ""My opponent does not deserve to win. She is a smoker and she cheated on her boyfriend last year.""
What fallacy has Matt committed?",1,logical_fallacy
"If we let the government implant tracking devices in criminals, it's not going to stop there! They're going to want to track school children and eventually everyone!",0,logical_fallacy
"Lily says the sun is fully risen at 5:00am, but how would she know she sleeps in until noon.

(love you lily all jokes all jokes)",1,logical_fallacy
My close examination of recent research has revealed that serious inconsistencies exist within the polar bear literature and between that literature and public statements made by some researchers .,0,logical_fallacy
This seat belt ad is using which type of persuasive appeal? It has a picture which might make people feel sad.,0,logical_fallacy
"Falsely requiring an opponent to “disprove” instead
of you “proving” your argument",0,logical_fallacy
"Once a year or so , journalists from major news outlets travel to the Marshall Islands , a remote chain of volcanic islands and coral atolls in the Pacific Ocean , to report in panicked tones that the island nation is vanishing because of climate change .",0,logical_fallacy
"A quick search would show him that whenever in the past there was an explosion of plant life , the carbon dioxide content was far higher than at present . If we halve the carbon dioxide content of the atmosphere , all life dies .",0,logical_fallacy
"I’m know Joe Bob’s my boss, but I’m not going to take orders from someone who can’t even dress professionally for work.",1,logical_fallacy
Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.,1,logical_fallacy
"In the town of Sodankyla , Finland , the thermometer on July 17 registered a record-breaking 90 degrees , a remarkable figure given that Sodankyla is 59 miles north of the Arctic Circle , in a region known for winter snowmobiling and an abundance of reindeer . This is a hot , strange and dangerous summer across the planet . Greece is in mourning after scorching heat and high winds fueled wildfires that have killed more than 80 people . Japan recorded its highest temperature in history , 106 degrees , in a heat wave that killed 65 people in a week and hospitalized 22,000 , shortly after catastrophic flooding killed 200 .
Ouargla , Algeria , hit 124 degrees on July 5 , a likely record for the continent of Africa . And the 109-degree reading in Quriyat , Oman , on June 28 amazed meteorologists because that wasn ’ t the day ’ s high temperature . That was the low . It was the hottest low temperature ever recorded on Earth . Montreal hit 98 degrees on July 2 , its warmest temperature ever measured . Canadian health officials estimate as many as 70 people died in that heat wave . In the United States , 35 weather stations in the past month have set new marks for warm overnight temperatures . Southern California has had record heat and widespread power outages . In Yosemite Valley , which is imperiled by wildfires , park rangers have told everyone to flee . The brutal weather has been supercharged by human-induced climate change , scientists say . Climate models for three decades have predicted exactly what the world is seeing this summer .",0,logical_fallacy
"My opponent raises a good point, but can we really trust him? I mean, he moved to this town only two years ago, and everyone knows that his wife left him.",1,logical_fallacy
Two words: New Coke.,0,logical_fallacy
You can't believe Bob's idea. He's a socialist.,1,logical_fallacy
"If you vote for her, the government as we know it will fall apart.",0,logical_fallacy
"A Republican congressman from Colorado , Ken Buck , recently called one military proposal part of a “ radical climate change agenda . ”",1,logical_fallacy
"An abusive attack against someone making the argument, instead of the argument itself, is called a/an",1,logical_fallacy
"""He wouldn't make a good president because he looks like a sad muppet.""",1,logical_fallacy
"But, Dad, I know you smoked when you were my age, so how can you tell me not to do it?",1,logical_fallacy
"Callie: Did you know that Jake Tooten was a racist?
Chris: I know Jake well. Why do you say he’s a racist?
Callie: He was on a podcast the other day...
Chris: Did he say something racist?
Callie: No, but the podcast host did an interview two years ago with a woman who said she supported an organization that had a history of racism back in the 1960s. Jake clearly supports racism!",0,logical_fallacy
The Volkswagen Beetle is an evil car because it was originally designed by Hitler's army.,1,logical_fallacy
"If we use just one more can of hairspray this month, earth as we know it will no longer exist.",0,logical_fallacy
"""It is what it is!""",0,logical_fallacy
"Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs.",0,logical_fallacy
It ’ s hard to believe they are when so many serious people are so worried . I wish there were a real debate !,1,logical_fallacy
The report in part intends to `` reset '' the estimations for the new predictions on when the earth will hit what the U.N. has determined to be dangerous warming levels .,0,logical_fallacy
"""If you don't turn in your homework, you will be getting a call home.",0,logical_fallacy
"Billy - ""An apple is a vegetable.""  Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,1,logical_fallacy
"CO2 is colorless , odorless and completely non-toxic . Plants depend on it to live and grow , and human beings draw some into their lungs with every breath they take to no ill effect whatsoever .",0,logical_fallacy
My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!,1,logical_fallacy
A harrowing scenario analysis of how human civilization might collapse in coming decades due to climate change has been endorsed by a former Australian defense chief and senior royal navy commander .,0,logical_fallacy
"Calling Senator Warren ""Pocahontas,"" instead of debating her ideas on cancelling student loan debt is an example of:",1,logical_fallacy
"David: Can you believe that the president said, ""fat people are losers""?
Sam: Where did you hear this?
David: I read it in a headline on BrightBert News.
Sam: He actually said, ""People who say, 'fat people are losers' are not only cruel, but they are also wrong as well as being irrational.""",0,logical_fallacy
"Don't listen to Senator Bob's opinion. He is a crook, and a spiteful loony man.",1,logical_fallacy
"If it did—and you do hear such claims—then
living in hot Arizona rather than cool Maine , or living with Louisiana ’ s frequent floods ,
would be considered a health catastrophe today .",0,logical_fallacy
I cannot listen to anyone who does not share my social and political values.,1,logical_fallacy
a mad scientist builds a rocket to the sun but plans to embark at night to avoid being cremated.,0,logical_fallacy
"The Soviet Union collapsed after taking up atheism. Therefore, we must avoid atheism for the same reasons.",0,logical_fallacy
"If he is knowingly promoting a falsehood , he is unelectable .",1,logical_fallacy
"The Department of Transportation needs to reconsider the speed limit proposals on interstate highways for the simple reason that if they do not, their departmental budget for the Department of Transportation will be cut by 25%.",0,logical_fallacy
Everyone is going to get the new smart phone when it comes out this weekend. Why aren’t you?,0,logical_fallacy
"""We will teach this miserable traitor(Snowball) that he cannot undo our work so easily.""",1,logical_fallacy
"If we allow euthanasia, the next thing you know, murder will be legal.",0,logical_fallacy
"""How am I to get in?"" asked Alice again, in a louder tone.
""Are you to get in at all?"" said the Footman, ""That's the first question, you know.""",0,logical_fallacy
"Nicholas - ""An apple is a vegetable."" Alexis - ""Don't listen to Nicholas; he is failing AP Language""",1,logical_fallacy
"Either you love bacon, or you're wrong.",0,logical_fallacy
"At the beginning , he quotes a number of climate doom-mongers , including the Pope .",1,logical_fallacy
"Dicky: So how do you think life began?
Ralphie: Simple.  Aliens from another planet seeded this planet with life billions of years ago.
Dicky: OK, but how did that alien life form begin?
Ralphie: Simple.  Aliens from another planet seeded that planet with life.",0,logical_fallacy
"Peter: ""Based on the arguments I have presented, it is evident that it is morally wrong to use animals for food or clothing.""
Bill: ""But you are wearing a leather jacket and you have a roast beef sandwich in your hand! How can you say that using animals for food and clothing is wrong!""",1,logical_fallacy
"Our colleague, Doctor Χ, is too young and inexperienced; we could do without his advice.",1,logical_fallacy
"Unfortunately , it now seems like three feet is possible only under the rosiest of scenarios .",0,logical_fallacy
"If everyone believes it, you should too!",0,logical_fallacy
"when evidence boils down to ""everybody's doing it, so it must be a good thing to do

""cuando la evidencia se reduce a ""todo el mundo lo está haciendo, por lo que debe ser algo bueno""",0,logical_fallacy
"Mother: It’s bedtime Jane

Jane: Mom, how do ants feed their babies?

Mother: Don’t know dear, close your eyes now.

Jane: But mama, do ant babies cry when they’re hungry?",0,logical_fallacy
"It is an article of faith for the globalist elite and their useful idiots in the media , in politics , in business , and the entertainment that the world is on course for climate disaster which only radical and costly international action can prevent .",1,logical_fallacy
"Steve: In Sweden, college is free for citizens. How come we can't do that here?

Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!",1,logical_fallacy
"It ’ s the return of left-leaning scientists ’ famous nemesis , “ Reality. ”",1,logical_fallacy
Get Verizon--1 billion people can't be wrong.,0,logical_fallacy
"""The Americans I know say they elected the new president because they were tired of having their jobs sent overseas. This question of jobs brought this president into office.""",0,logical_fallacy
"I know the Professor said that the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks.

Identify the logical fallacy commited in this argument.",0,logical_fallacy
